0,1
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:nv0bTOh2QgamdvZoFe9NRg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-10-12 19:21:36"") OR ([ds6w:modified]>""2024-05-20 21:00:02"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:nv0bTOh2QgamdvZoFe9NRg"" that were modified before October 12, 2022, 19:21:36 or after May 20, 2024, 21:00:02."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Lk3oroTSTDed9t149BysbQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-10-19 16:07:02"") OR ([ds6w:modified]>""2024-05-20 10:21:26"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:Lk3oroTSTDed9t149BysbQ"" that were modified before October 19, 2021, 4:07:02 PM or after May 20, 2024, 10:21:26 AM."
"[ds6w:modified] >= ""2024-05-21T02:11:41Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 2:11:41 AM that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:QRFGsAqwS9Gmgj84dQ6H5A"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-02-22 09:32:45"") OR ([ds6w:modified]>""2024-05-20 07:59:22"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:QRFGsAqwS9Gmgj84dQ6H5A"" that were modified before February 22, 2023, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:tEEpeyBRRkeWhBB86yImGw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-06-16 09:06:00"") OR ([ds6w:modified]>""2021-07-05 08:01:43"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:tEEpeyBRRkeWhBB86yImGw"" that were modified before June 16, 2021, 9:06 AM or after July 5, 2021, 8:01 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:sdMJjP2VRSakyAJ1PUPkqA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-12-03 16:34:35"") OR ([ds6w:modified]>""2024-05-08 18:50:33"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:sdMJjP2VRSakyAJ1PUPkqA"" that were modified before December 3, 2021, 4:34:35 PM or after May 8, 2024, 6:50:33 PM."
"[ds6w:resourceUid]:(""<uuid:b3013032-c0af-4872-abac-a780371d29b7>"" OR ""<uuid:a5dec1b9-8745-4065-8212-c8b98248a384>"" OR ""<uuid:7a3b7380-50fc-4463-b962-ab1ddf7f0e45>"" OR ""<uuid:622acfac-7dd1-4dfc-8e5f-a53778fa8dfd>"" OR ""<uuid:300d134d-e353-4340-8689-781c8d73bc43>"")","Find resources with resource UIDs b3013032-c0af-4872-abac-a780371d29b7, a5dec1b9-8745-4065-8212-c8b98248a384, 7a3b7380-50fc-4463-b962-ab1ddf7f0e45, 622acfac-7dd1-4dfc-8e5f-a53778fa8dfd, or 300d134d-e353-4340-8689-781c8d73bc43."
[ds6w:label]:CADDUAV5*,Find documents with label starting with CADDUAV5.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:sYJbBY9yQA-ooQxHHrHBDw"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:970"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2013-02-18 17:05:32"") OR ([ds6w:modified]>""2022-09-08 03:08:24"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:970"" that were created before February 18, 2013, or after September 8, 2022."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:uXUlN-bgRQGsYs999L-Bdw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-08-29 05:24:01"") OR ([ds6w:modified]>""2024-05-17 10:06:25"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:uXUlN-bgRQGsYs999L-Bdw"" that were created before August 29, 2019, or after May 17, 2024."
[ds6w:resourceUid]:(f370f197-5c5f-4195-a883-c5eefed7149c OR 98a060a7-5dd3-4186-a3a4-134950edaf30 OR aa78dbb0-a16e-4b90-9a80-fe04e998590f),"Find resources with resource UIDs f370f197-5c5f-4195-a883-c5eefed7149c, 98a060a7-5dd3-4186-a3a4-134950edaf30, or aa78dbb0-a16e-4b90-9a80-fe04e998590f."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:7QrNyi7lR5C7yMXbx9XorA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-11-15 08:52:41"") OR ([ds6w:modified]>""2024-05-20 12:08:37"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:7QrNyi7lR5C7yMXbx9XorA"" that were modified before November 15, 2019, 8:52:41 AM or after May 20, 2024, 12:08:37 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:7VvpRqJxQaeK9ndNGT0ftQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-12-01 16:20:32"") OR ([ds6w:modified]>""2021-11-30 17:48:01"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:7VvpRqJxQaeK9ndNGT0ftQ"" that were modified before December 1, 2020, 16:20:32 or after November 30, 2021, 17:48:01."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:YbfM8UlyReGPhc4kbZ12yQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-06-08 14:16:31"") OR ([ds6w:modified]>""2021-09-24 09:38:40"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:YbfM8UlyReGPhc4kbZ12yQ"" that were modified before June 8, 2021, 2:16:31 PM or after September 24, 2021, 9:38:40 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2121"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-02-07 14:23:05"") OR ([ds6w:modified]>""2021-10-04 17:32:34"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2121"" that were created before February 7, 2017, 14:23:05 or after October 4, 2021, 17:32:34."
"(((flattenedtaxonomies:types/Document) OR (flattenedtaxonomies:""types/CONTROLLED DOCUMENTS"")) NOT ((policy:""Controlled Document Template"") OR (policy:""Rendition Document Template"") OR (policy:Version) OR (policy:ProxyItem)) AND ([ds6w:modified]>=""2024-05-20T07:31:30.223Z""))","Find documents that are either of type Document or CONTROLLED DOCUMENTS, excluding documents that are templates, versions, or proxy items, and modified after May 20, 2024, 7:31:30 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:xT5gffTOTACC3qbOJXsYiw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-08-13 06:58:28"") OR ([ds6w:modified]>""2024-05-16 05:46:39"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:xT5gffTOTACC3qbOJXsYiw"" that were modified before August 13, 2021, or after May 16, 2024."
"[ds6w:modified] >= ""2024-05-21T07:43:10Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 7:43:10 AM, that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2232"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-03-30 12:42:49"") OR ([ds6w:modified]>""2024-05-17 08:16:50"")))","Find all posts, ideas, or questions in the community 2232, created between March 30, 2017, and May 17, 2024, that are modified by a specific user."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:1040"")",Find the resource with the given UID.
[ds6w:resourceUid]:(6cbd0f51-385f-41a5-8b9d-5293750a8301 OR 7a023d8c-3366-4f9f-b38f-8e1d83dc9be8 OR ee02f417-580e-436b-83be-dba495862e7f OR ad4b174c-10c0-4294-9072-29b7b21d11a6 OR bbe5ac4e-1fdb-4193-90d6-c3ea1869e122 OR 81700269-113d-4908-8b81-9afa6aef3d77 OR 122cdfab-f883-4270-9e0a-6078dc06881c OR dcaf7797-218a-4149-ac4a-a5c37ae36149 OR d066fbe9-d443-4061-ade2-59a3a1a99aab),"Find resources with UIDs 6cbd0f51-385f-41a5-8b9d-5293750a8301, 7a023d8c-3366-4f9f-b38f-8e1d83dc9be8, ee02f417-580e-436b-83be-dba495862e7f, ad4b174c-10c0-4294-9072-29b7b21d11a6, bbe5ac4e-1fdb-4193-90d6-c3ea1869e122, 81700269-113d-4908-8b81-9afa6aef3d77, 122cdfab-f883-4270-9e0a-6078dc06881c, dcaf7797-218a-4149-ac4a-a5c37ae36149, or d066fbe9-d443-4061-ade2-59a3a1a99aab."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:tlVTWwJiS-ay7SsuY12-Qw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-05-19 06:29:30"") OR ([ds6w:modified]>""2020-12-09 16:53:58"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:tlVTWwJiS-ay7SsuY12-Qw"" that were modified before May 19, 2020, 6:29:30 AM or after December 9, 2020, 4:53:58 PM."
"uri:""<uuid:5d1e4a40-9d28-1d24-4585-edacd02d57bf>""","Please provide the UQL query, and I'll generate the natural language equivalent."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:EUQiVI42SBSXAoL3hAZhdA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-01-14 09:11:44"") OR ([ds6w:modified]>""2024-05-21 01:53:55"")))","Find all posts, ideas, or questions in the community EUQiVI42SBSXAoL3hAZhdA, created before January 14, 2019, or after May 21, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:-xObh5qYQc6bpkM3pfljBA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-01-30 16:54:20"") OR ([ds6w:modified]>""2024-05-14 10:17:46"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:-xObh5qYQc6bpkM3pfljBA"" that were modified before January 30, 2024, 16:54:20 or after May 14, 2024, 10:17:46."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:qnz4bLe6QCeQ6kBzWW_hYQ"")",Find the resource with the given UID.
Netvibes case stud,"""Find me all documents containing the phrase 'Netvibes case stud'."""
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2417"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-08-01 11:24:30"") OR ([ds6w:modified]>""2024-05-20 14:19:37"")))","Find all posts, ideas, or questions in the community 2417, created before August 1, 2017, or after May 20, 2024, and modified by a specific container."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:yT-9ZlQWTWqQ1eFpczfKvA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-10-05 13:42:07"") OR ([ds6w:modified]>""2024-05-17 18:06:40"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:yT-9ZlQWTWqQ1eFpczfKvA"" that were modified before October 5, 2023, 13:42:07 or after May 17, 2024, 18:06:40."
"Unable to encode the value, either the configuration for ESAPI is wrong or missing...","""Unable to encode the value, either the configuration for ESAPI is wrong or missing..."""
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1FJIIdxiSBSj-nH-TPIgZw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-03-23 08:52:34"") OR ([ds6w:modified]>""2024-05-06 11:41:42"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1FJIIdxiSBSj-nH-TPIgZw"" that were modified before March 23, 2021, 8:52:34 AM or after May 6, 2024, 11:41:42 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:wnl1knWBSb2sqUinrrl2sA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-03-25 09:52:16"") OR ([ds6w:modified]>""2024-03-25 09:52:16"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:wnl1knWBSb2sqUinrrl2sA"" that were modified before or after March 25, 2024, 9:52:16 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:SeTs-9VZROq3MuWylud7zg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-01-05 10:24:36"") OR ([ds6w:modified]>""2024-05-16 15:12:11"")))","Find all posts, ideas, or questions in the community ""SeTs-9VZROq3MuWylud7zg"" that were modified before January 5, 2022, or after May 16, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1489"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2015-03-06 11:22:26"") OR ([ds6w:modified]>""2024-05-17 12:11:15"")))","Find all posts, ideas, or questions in the community 1489, created between March 6, 2015, and May 17, 2024, that are modified by a specific user."
"[ds6w:resourceUid]:(""fb486557-92f4-45f1-910a-1e5398b1f56f"" BOR ""51e473b6-83ea-4758-be71-102fc0e2dbf0"")","Find resources with resource UID either ""fb486557-92f4-45f1-910a-1e5398b1f56f"" or ""51e473b6-83ea-4758-be71-102fc0e2dbf0""."
[ds6w:resourceUid]:(13d07a73-44ca-4d06-96d2-864769517f7c),Find the resource with the UID 13d07a73-44ca-4d06-96d2-864769517f7c.
[ds6w:label]:(delmia production plannin*),"Find me all documents with labels containing ""delmia production planning""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:CQfPEDgSSP-67yLQC4BUdQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-04-25 13:47:03"") OR ([ds6w:modified]>""2024-05-20 08:06:23"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:CQfPEDgSSP-67yLQC4BUdQ"" that were modified before April 25, 2023, 13:47:03 or after May 20, 2024, 08:06:23."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:1110"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:rjZyzvvCSQ2xZkPkI3dC0Q"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:dPkRf-vSQ7KMAwzFz14NsA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-06-20 03:47:43"") OR ([ds6w:modified]>""2024-05-20 09:56:58"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:dPkRf-vSQ7KMAwzFz14NsA"" that were modified before June 20, 2022, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2254"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-02-28 07:04:50"") OR ([ds6w:modified]>""2024-05-20 06:52:21"")))","Find all posts, ideas, or questions in the community 2254, created before February 28, 2020, or after May 20, 2024, and modified by a specific container."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:QtdOOsQYTbq5hQgA7JiCKw"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:d8NcHyRSSdyOebbtfPBEqg"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:jpmbVqznR8WvM6fVVcQjrg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-05-03 09:36:39"") OR ([ds6w:modified]>""2024-05-14 06:17:50"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:jpmbVqznR8WvM6fVVcQjrg"" that were modified before May 3, 2019, or after May 14, 2024."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:1617"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:SfIKRQN8TVutxVNhf-D0ug"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-01-11 15:47:43"") OR ([ds6w:modified]>""2024-05-16 16:21:43"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:SfIKRQN8TVutxVNhf-D0ug"" that were modified before January 11, 2023, or after May 16, 2024."
"[ds6w:modified] >= ""2024-05-21T08:19:27Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 8:19:27 AM, that are either Drive Files or Drive Folders."
"[ds6w:modified] >= ""2024-05-20T19:54:07Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 20, 2024, 7:54:07 PM that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:8MjxzugwQzmpzJVnrbe4Sw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-06-21 15:43:44"") OR ([ds6w:modified]>""2024-05-17 13:21:31"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:8MjxzugwQzmpzJVnrbe4Sw"" that were modified before June 21, 2022, 15:43:44 or after May 17, 2024, 13:21:31."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:a2LsYjrxRFS8YcL7TsJ-pw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-03-19 08:01:12"") OR ([ds6w:modified]>""2018-12-17 22:56:03"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:a2LsYjrxRFS8YcL7TsJ-pw"" that were modified before March 19, 2018, 8:01:12 AM or after December 17, 2018, 10:56:03 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:s6VspFOaTVyTsakZVjFdFg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-05-16 17:58:38"") OR ([ds6w:modified]>""2024-05-20 02:08:27"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:s6VspFOaTVyTsakZVjFdFg"" that were modified before May 16, 2019, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:211"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2010-04-26 21:50:06"") OR ([ds6w:modified]>""2023-12-11 20:46:52"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:211"" that were created before April 26, 2010, 21:50:06 or after December 11, 2023, 20:46:52."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:jY3DNLNyRNeQ2Q4Khm4WiQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-11-17 07:49:30"") OR ([ds6w:modified]>""2024-03-04 06:35:39"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:jY3DNLNyRNeQ2Q4Khm4WiQ"" that were modified before November 17, 2021, 07:49:30 or after March 4, 2024, 06:35:39."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:OsUKqsZxTJW3zgq7WIjQCg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-02-10 20:38:48"") OR ([ds6w:modified]>""2024-05-15 00:59:10"")))","Find all posts, ideas, or questions in the community OsUKqsZxTJW3zgq7WIjQCg that were modified before February 10, 2021, or after May 15, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:_EUSe9odRgmOD2AaPfnDgQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-11-04 01:50:23"") OR ([ds6w:modified]>""2021-02-09 16:31:26"")))","Find all posts, ideas, or questions in the community ""_EUSe9odRgmOD2AaPfnDgQ"" that were modified between November 4, 2020, 1:50:23 AM and February 9, 2021, 4:31:26 PM."
